,freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,key,scale,key_strength,zero_crossing_rate,f0
27,47127,47127_f1,files/47127_383523-hq.ogg,25088,50176,0.0046294802913860395,-1083.8973,201.10751,96.35443,38.397278,39.54412,42.458977,20.212784,-0.40885162,0.102443695,7.1663322,7.314888,7.3730507,12.3298645,5,1,0.8075242042541504,0.001434948993846774,0.0
28,47127,47127_f2,files/47127_383523-hq.ogg,50176,75776,0.004656263589859009,-1082.521,200.44717,93.89264,39.81607,43.202293,42.396873,18.369568,1.5412216,3.4016228,6.546139,5.2454453,8.198231,13.278534,5,1,0.638413667678833,0.0014062500558793545,0.0
29,47127,47127_f3,files/47127_383523-hq.ogg,75776,101888,0.004573695799883674,-1087.8247,197.888,97.28235,40.778625,40.23414,41.203987,18.787857,-0.5428238,1.135128,7.907055,6.85627,6.8800087,13.292351,5,1,0.6905596852302551,0.001455269637517631,80.061104
30,47127,47127_f4,files/47127_383523-hq.ogg,101888,128000,0.004576074434261696,-1086.3081,197.71918,94.72015,40.30037,42.368202,42.883705,20.31285,2.5527267,3.207058,6.3157997,4.68219,7.157177,13.065598,5,1,0.6547910571098328,0.0014169730711728334,78.68569
31,47127,47127_f5,files/47127_383523-hq.ogg,128000,153088,0.004642741108427243,-1082.205,199.95389,92.665955,40.08171,44.932594,43.338417,18.303925,2.3205948,4.829113,6.4455833,3.6466675,7.394718,13.700073,5,1,0.8276716470718384,0.001434948993846774,0.0
32,47127,47127_f6,files/47127_383523-hq.ogg,153088,178688,0.004605635702610016,-1089.92,196.75003,99.19476,43.260437,40.978798,40.970787,19.356308,0.6382675,1.5101128,7.234226,5.8960953,5.7106056,11.697212,5,1,0.6820133328437805,0.0014453125186264515,79.14152
33,47127,47127_f7,files/47127_383523-hq.ogg,178688,204288,0.004647417664527893,-1086.1854,198.68597,95.68591,39.02661,40.266975,42.669487,20.489883,0.6462784,1.3578453,7.3166466,6.402336,6.9049644,12.883049,5,1,0.5947135090827942,0.0014062500558793545,0.0
34,47127,47127_f8,files/47127_383523-hq.ogg,204288,229888,0.004605556130409241,-1084.883,198.98187,95.67737,42.340332,43.72036,41.386192,18.050278,2.3566513,3.9611168,6.201992,4.5865173,7.4957237,12.386711,5,1,0.9120073914527893,0.0014453125186264515,0.0
35,47127,47127_f9,files/47127_383523-hq.ogg,229888,256000,0.004561666472285402,-1085.5862,199.01758,96.16943,40.858856,41.336037,40.70426,18.06192,1.2043839,3.240368,7.3125114,5.4857483,7.206272,13.266167,5,1,0.754741907119751,0.0014169730711728334,0.0
36,47127,47127_f10,files/47127_383523-hq.ogg,256000,281600,0.0046121937036514285,-1083.2269,200.776,94.913086,38.20192,39.910454,41.53695,19.878174,1.9033737,2.1580772,5.77409,4.7274094,6.758175,12.441772,5,1,0.6607298851013184,0.0014453125186264515,76.8885
37,47127,47127_f11,files/47127_383523-hq.ogg,281600,307712,0.0046318971058901615,-1081.1553,200.6224,92.18878,39.68097,45.024376,42.9094,16.772202,0.6263962,4.504055,7.9338264,5.3489227,7.0772743,11.591011,5,1,0.8640584349632263,0.0014169730711728334,0.0
38,47127,47127_f12,files/47127_383523-hq.ogg,307712,334336,0.0045543100971442005,-1086.7556,197.8476,95.39905,39.639725,40.237648,40.844093,18.584702,0.5156174,2.008068,7.3329506,6.584305,8.156681,14.351646,5,1,0.5420824885368347,0.00146484375,0.0
39,47127,47127_f13,files/47127_383523-hq.ogg,334336,360960,0.004546288400888443,-1087.264,196.79175,94.99298,41.490982,42.529335,40.62159,16.985764,0.4699936,2.6472435,6.158039,4.8024597,8.231861,14.801834,5,1,0.7429259419441223,0.0014272836269810796,156.46562
40,47127,47127_f14,files/47127_383523-hq.ogg,360960,387072,0.0046141962794696584,-1084.8284,197.6409,92.53699,40.63292,45.49099,43.83274,17.43869,-0.19864655,3.3852043,7.998852,5.9282227,7.6093025,12.65583,5,1,0.6730585098266602,0.0014169730711728334,0.0
41,47127,47127_f15,files/47127_383523-hq.ogg,387072,413696,0.004552316207152147,-1087.2301,197.30304,95.94281,41.725174,41.609825,39.415627,16.197556,-0.08048248,2.2604942,6.356823,5.538414,8.844852,15.230942,5,0,0.6173629760742188,0.0014272836269810796,0.0
42,47127,47127_f16,files/47127_383523-hq.ogg,413696,439808,0.00460213539647121,-1088.5127,196.23862,95.89563,42.166534,43.52311,43.447487,19.719742,0.06954193,0.56124496,6.1934776,6.6095963,8.296635,12.832397,5,1,0.77302086353302,0.001455269637517631,157.37204
43,47127,47127_f17,files/47127_383523-hq.ogg,439808,465920,0.004593370884072547,-1084.8754,197.82388,93.198425,40.894836,44.000526,41.533333,17.183243,1.6213608,3.788494,5.68594,3.9464417,8.279606,14.741821,5,0,0.7125320434570312,0.0014169730711728334,0.0
44,47127,47127_f18,files/47127_383523-hq.ogg,465920,491520,0.004616832137107849,-1084.6404,199.12659,95.228516,41.399567,42.834908,40.098915,15.217102,-1.1682205,2.3129692,6.8974113,5.7335205,8.81097,15.376221,5,1,0.698441207408905,0.0014453125186264515,0.0
45,47127,47127_f19,files/47127_383523-hq.ogg,491520,517120,0.004621171653270722,-1083.4155,200.0503,93.92822,38.54048,42.201073,44.281227,21.378586,2.3054733,2.6626396,6.6281548,5.0684967,5.990467,10.750282,5,0,0.7618256211280823,0.0014062500558793545,0.0
46,47127,47127_f20,files/47127_383523-hq.ogg,517120,542208,0.004659444397809554,-1081.4994,200.91647,92.91223,38.67253,42.32122,40.996376,16.85353,1.5301743,4.895382,7.6060753,5.093384,8.132435,13.873535,5,0,0.7338467240333557,0.001434948993846774,0.0
47,47127,47127_f21,files/47127_383523-hq.ogg,542208,567296,0.004635705023395772,-1082.8636,201.21686,95.19824,38.32315,39.647118,40.397743,17.978165,0.49733734,2.1602287,6.3577385,4.9852066,7.7203636,15.067558,0,1,0.7541866302490234,0.001434948993846774,0.0
48,47127,47127_f22,files/47127_383523-hq.ogg,567296,592384,0.004634469747543335,-1084.8527,200.85175,97.953674,40.39438,40.526695,42.79383,20.910538,0.6597824,0.92976,7.4776726,6.8796234,5.8753624,10.267677,0,1,0.6994556784629822,0.001434948993846774,0.0
49,47127,47127_f23,files/47127_383523-hq.ogg,592384,617472,0.004648417234420776,-1082.6536,200.70856,93.80939,37.717712,40.451378,41.72074,19.303207,1.8376846,3.0705528,6.5507317,4.775688,6.784832,12.774216,5,0,0.552521288394928,0.001434948993846774,0.0
50,47127,47127_f24,files/47127_383523-hq.ogg,617472,642560,0.004632859205713077,-1081.5131,202.25507,94.624084,37.261017,39.806923,42.074135,19.63472,0.56461334,1.0576286,6.0919,6.4087143,8.987949,13.924774,5,0,0.7976985573768616,0.001434948993846774,0.0
51,47127,47127_f25,files/47127_383523-hq.ogg,642560,667648,0.004648852713254033,-1079.7522,202.91052,93.50586,37.94275,42.07897,42.64637,19.026108,1.821846,3.1754875,5.548069,3.521492,7.0941963,14.0855255,5,1,0.5143089294433594,0.001434948993846774,0.0
52,47127,47127_f26,files/47127_383523-hq.ogg,667648,692224,0.004701051240166028,-1082.4005,201.44104,95.91205,41.029327,42.231316,40.021843,16.552246,1.5709,4.778713,7.2375755,3.819992,5.918331,12.656433,5,1,0.6273027658462524,0.0014241536846384406,156.46562
53,47127,47127_f27,files/47127_383523-hq.ogg,692224,717312,0.004634106341673404,-1083.5707,199.32828,93.64703,40.15506,43.034584,41.11521,16.811615,0.8872757,3.6063805,6.7717247,5.3645782,8.825695,14.539055,5,0,0.5815811157226562,0.001434948993846774,0.0
54,47127,47127_f28,files/47127_383523-hq.ogg,717312,742400,0.004640665893652001,-1082.251,200.64944,93.40552,38.53224,42.028023,41.888527,17.505066,-0.546196,1.3229179,6.232189,6.412674,9.221592,13.660439,5,1,0.5953468084335327,0.001434948993846774,0.0
55,47127,47127_f29,files/47127_383523-hq.ogg,742400,766976,0.004707012325525284,-1084.1924,198.83505,94.60657,42.625656,44.68598,40.316246,15.510147,1.1988602,4.0787926,5.474331,3.67482,8.7085,15.139458,5,1,0.6809608340263367,0.0014241536846384406,0.0
56,47127,47127_f30,files/47127_383523-hq.ogg,766976,791552,0.004724364727735519,-1083.2961,200.10953,94.36511,39.83705,42.92112,42.785454,18.997833,1.8738174,4.4453697,8.491589,6.0149918,6.7872734,11.53138,5,1,0.6901224851608276,0.0014241536846384406,0.0
57,47127,47127_f31,files/47127_383523-hq.ogg,791552,816128,0.00471786471704642,-1082.9825,201.23996,94.99115,37.203293,38.498604,40.26139,17.729492,-1.357338,-0.2704506,5.485836,5.894226,9.08086,15.9813,5,1,0.5946680307388306,0.0014241536846384406,78.23249
58,47127,47127_f32,files/47127_383523-hq.ogg,816128,840704,0.004654543474316597,-1080.012,202.19614,92.19568,36.5903,41.280846,42.09931,18.052109,0.8041153,3.414257,7.4277153,5.796791,8.280659,13.871063,5,0,0.5813360214233398,0.00146484375,0.0
59,47127,47127_f33,files/47127_383523-hq.ogg,840704,865280,0.004681574180722237,-1085.3624,200.01279,96.80609,38.958893,39.049232,41.46276,19.77478,-0.25302887,0.14352036,6.867733,7.3498154,8.434422,13.976387,0,1,0.6611221432685852,0.0014241536846384406,0.0
60,47125,47125_f0,files/47125_383523-hq.ogg,0,25088,0.012125949470364317,-862.43646,302.58746,-16.762184,14.585815,52.74122,-15.776642,5.445633,24.207317,-14.284477,3.0519218,17.322601,-9.820393,0.5538101,8,0,0.7834420800209045,0.005620216950774193,103.82657
61,47125,47125_f1,files/47125_383523-hq.ogg,25088,50176,0.0016345288984629574,-1060.9607,206.10165,64.16725,6.4050903,17.403835,17.382492,3.4936066,2.3968887,5.42741,3.4276009,4.074608,6.619259,6.004204,8,0,0.844491183757782,0.005460778251290321,103.82657
62,571423,571423_f0,files/571423_10643288-hq.ogg,0,25088,0.0001285253852909925,-1127.2754,116.9688,11.720421,6.583618,30.897484,28.031242,28.241188,30.51704,23.177475,14.834873,5.0979843,2.06073,11.474422,10,1,0.40498825907707214,0.022241709753870964,0.0
63,571423,571423_f1,files/571423_10643288-hq.ogg,25088,50176,0.0019359114218731315,-815.55524,56.757313,56.61292,81.23543,-34.417885,62.18395,-13.258831,45.887573,-10.342001,20.189196,-14.280142,16.769882,-15.718952,6,1,0.6729870438575745,0.04815050959587097,90.909805
64,571423,571423_f2,files/571423_10643288-hq.ogg,50176,75776,0.002427887320518494,-785.8866,22.722004,40.893204,127.26578,-44.47696,51.525696,19.097542,11.921816,-8.019844,24.295853,-11.689194,1.4734001,-11.711161,4,1,0.6713385581970215,0.1340624988079071,82.88447
65,571423,571423_f3,files/571423_10643288-hq.ogg,75776,101888,0.0003816874734326905,-1027.5331,53.64395,11.866844,85.461754,-10.388096,48.641327,13.382362,7.485916,4.7533684,8.2673,10.2942505,2.456295,-8.161739,4,1,0.6889051795005798,0.057827819138765335,0.0
66,537212,537212_f0,files/537212_1920058-hq.ogg,0,25088,0.00016918934273476503,-1017.88654,165.56006,8.876961,19.898666,3.7274132,6.4960327,4.1342697,7.5244217,9.152996,14.450443,9.500931,1.1607018,6.826782,7,0,0.7802191972732544,0.012994260527193546,99.7122
67,537212,537212_f1,files/537212_1920058-hq.ogg,25088,50176,0.0001847560384443828,-1010.1451,164.30154,6.139351,20.763336,3.0848198,10.833099,5.4226913,7.914009,8.603237,14.372498,10.34758,0.5897293,5.146332,7,0,0.7221674919128418,0.012316645123064518,99.7122
68,537212,537212_f2,files/537212_1920058-hq.ogg,50176,75776,0.00020825518295168876,-1000.5011,168.16937,12.06443,26.651588,1.9661293,8.0896,3.151535,5.228714,3.0142555,15.644108,7.060318,-2.6619797,5.3826675,7,0,0.9180947542190552,0.014414062723517418,99.7122
69,537212,537212_f3,files/537212_1920058-hq.ogg,75776,101888,0.0002301029094001826,-972.24194,155.78534,9.550419,35.960854,8.1932335,17.868633,-4.6211014,5.490101,-1.6309967,13.62027,1.9055176,0.0056037903,3.7609673,7,0,0.842566967010498,0.015318627469241619,99.7122
70,537212,537212_f4,files/537212_1920058-hq.ogg,101888,128000,0.00020039359144136018,-1007.1999,157.69214,4.1233444,31.602676,11.964977,12.682907,3.6141357,5.6366425,8.196835,13.143021,6.9123077,4.091709,6.782734,7,0,0.8184420466423035,0.012331495061516762,99.7122
71,537212,537212_f5,files/537212_1920058-hq.ogg,128000,153088,0.00016477407545459515,-967.3801,164.96478,3.8328438,26.414665,1.6166763,8.100143,-6.2425117,7.5837708,-4.1700134,7.3621216,6.152603,1.3204689,1.2729301,7,0,0.8952656984329224,0.021364795044064522,100.289825
72,537212,537212_f6,files/537212_1920058-hq.ogg,153088,178688,8.833351545035839e-05,-1030.4022,167.52039,0.83908844,12.587784,1.7720909,-10.642426,1.9750519,3.4517288,9.176235,12.981007,7.9449997,2.4229546,0.27016068,7,0,0.8941249251365662,0.023359375074505806,99.7122
73,537212,537212_f7,files/537212_1920058-hq.ogg,178688,204288,0.00010358407162129879,-1014.88727,172.15305,-5.668129,14.632248,5.52557,-7.3617325,4.291374,2.4601212,4.622303,11.917538,9.411613,1.141655,2.3264961,7,0,0.9111700654029846,0.023710938170552254,99.7122
74,537212,537212_f8,files/537212_1920058-hq.ogg,204288,229888,0.00013221537694334983,-997.32794,163.32901,3.9896774,23.111992,1.3169441,4.717819,-1.7304916,3.2623062,-4.2233315,9.863754,5.1557198,2.0197906,6.4353905,7,0,0.911516547203064,0.023203125223517418,99.7122
75,537212,537212_f9,files/537212_1920058-hq.ogg,229888,256000,0.00017010453431045308,-972.1285,154.15784,7.3349113,31.991333,5.4432335,11.740841,-5.540661,6.1021767,-2.6807404,7.094105,1.0007439,-6.3219376,1.7633057,7,0,0.8643181920051575,0.02385876141488552,99.7122
76,537212,537212_f10,files/537212_1920058-hq.ogg,256000,281600,0.0003123599290847778,-964.7115,156.55295,7.6615562,34.634888,9.636612,18.853489,-2.992962,6.2421684,-2.271614,13.049896,2.5610275,-1.3169708,2.9201393,7,0,0.8701205253601074,0.018203124403953552,99.7122
77,537212,537212_f11,files/537212_1920058-hq.ogg,281600,307712,0.000332234865602325,-1006.40155,173.52222,6.5118637,7.056244,-1.9330025,8.056793,-0.37595367,12.815868,6.084179,7.2819824,13.16935,-0.020259857,5.458191,7,0,0.8795909881591797,0.01753982901573181,99.7122
78,537212,537212_f12,files/537212_1920058-hq.ogg,307712,334336,0.00030946269488105405,-980.16174,194.04575,10.9811325,16.422134,1.7352257,9.072815,8.238129,14.412678,8.050121,13.883739,12.409424,-2.494606,7.456711,7,0,0.8149660229682922,0.015399639494717121,99.7122
79,537212,537212_f13,files/537212_1920058-hq.ogg,334336,360960,0.0009365624819810574,-941.41974,171.77666,27.44477,46.441074,17.31094,19.097107,-0.9732628,12.881077,5.836849,16.571295,7.4575195,4.521515,3.4547195,0,0,0.7732737064361572,0.01220703125,98.5669
80,537212,537212_f14,files/537212_1920058-hq.ogg,360960,387072,0.00039378871374270497,-943.7918,162.62279,16.200264,38.223804,9.893898,16.846333,-0.5253105,7.130165,0.7016182,11.847406,2.3452187,-0.73511887,-0.18540573,7,0,0.8902274370193481,0.015701593831181526,99.7122
81,537212,537212_f15,files/537212_1920058-hq.ogg,387072,413696,0.00102105256743156,-970.9424,187.59756,25.745922,44.59428,18.154865,18.835213,7.839073,11.206863,9.14336,19.381264,9.268356,7.0992165,3.0081177,2,0,0.7498279213905334,0.006422776263207197,0.0
82,537212,537212_f16,files/537212_1920058-hq.ogg,413696,439808,0.0007995491956963259,-954.7379,169.19592,24.232548,40.39801,15.816124,18.414711,0.15720367,11.85644,5.142765,13.390873,8.496479,6.1624146,3.6821442,9,1,0.8299611806869507,0.012867647223174572,99.13789
83,537212,537212_f17,files/537212_1920058-hq.ogg,439808,465920,0.00024282461141838748,-960.43274,163.83086,9.171894,36.809135,5.692936,17.712276,-5.314289,4.900444,0.24816132,9.698139,4.9598618,-0.14473343,1.2038956,7,1,0.7818183302879333,0.020297180861234665,99.7122
84,537212,537212_f18,files/537212_1920058-hq.ogg,465920,491520,0.00013009377755224705,-1032.8025,165.5889,7.1688614,20.988235,12.893322,6.227379,5.05558,-0.6983566,9.191059,15.454952,15.867157,7.6453323,5.2100945,7,1,0.8422489762306213,0.01718750037252903,99.7122
85,537212,537212_f19,files/537212_1920058-hq.ogg,491520,517120,6.5817148424685e-05,-1033.1971,158.29848,4.68676,13.093811,0.7911339,-1.5279541,0.9723892,3.0402145,1.8274498,12.264614,9.86554,-0.9706116,-0.49938202,7,1,0.7293633818626404,0.030820311978459358,100.289825
86,537212,537212_f20,files/537212_1920058-hq.ogg,517120,542208,0.0001048009215416957,-1003.18695,156.26491,5.0345078,28.921982,-2.018093,4.0407104,2.2330475,3.6526108,1.6712914,6.8923607,-1.5120506,-7.7711983,-7.444809,7,0,0.7162582874298096,0.027463329955935478,99.7122
87,537212,537212_f21,files/537212_1920058-hq.ogg,542208,567296,0.0001283525489270687,-972.55035,151.10687,4.1974792,33.711452,1.1067238,7.2567787,-4.211914,10.821617,1.3486557,6.6766663,-2.2565308,-4.8751564,-10.742409,7,0,0.8197304606437683,0.02913743630051613,99.7122
88,537212,537212_f22,files/537212_1920058-hq.ogg,567296,592384,8.617274995361055e-05,-994.92474,142.94492,0.14309692,19.09848,2.428997,13.442223,-2.5688667,12.484657,0.81668854,11.4609585,3.9420624,-0.13311386,-2.0015526,7,1,0.807394802570343,0.032565370202064514,99.7122
89,537212,537212_f23,files/537212_1920058-hq.ogg,592384,617472,0.00011095588988795572,-1006.7615,154.94324,3.1667404,15.945145,0.80833054,19.90445,7.194229,9.019081,-3.6345634,4.688572,5.7982483,-0.79517746,3.4263382,7,0,0.8571836948394775,0.027104591950774193,99.7122
90,537212,537212_f24,files/537212_1920058-hq.ogg,617472,642560,0.00011418296062216467,-993.02136,151.63806,2.4843063,23.758263,4.59692,15.591431,2.400879,16.064991,6.0380745,12.151806,8.227081,3.2354202,-0.8127785,7,0,0.8843353986740112,0.02861925959587097,99.7122
91,537212,537212_f25,files/537212_1920058-hq.ogg,642560,667648,8.930230741294062e-05,-1005.2541,145.47186,-0.25858307,24.95277,-0.51716995,12.731888,4.849365,11.78297,6.970257,10.818314,6.8872604,-6.849819,-9.198303,7,1,0.7678766250610352,0.033203125,99.7122
92,537212,537212_f26,files/537212_1920058-hq.ogg,667648,692224,9.064523813625176e-05,-1000.3557,146.94641,2.9957962,28.813416,-1.6850929,9.119942,3.0727844,12.260452,7.2631416,11.140991,4.526062,-4.92836,-5.9047203,7,1,0.8155766129493713,0.03116861917078495,100.289825
93,537212,537212_f27,files/537212_1920058-hq.ogg,692224,717312,9.555832425854644e-05,-1005.16724,146.38925,5.456581,29.45121,-4.719982,8.720299,2.8807602,9.267937,6.5783424,7.615219,2.7388535,-2.9723167,-4.087494,7,0,0.8655102252960205,0.031449299305677414,97.43475
94,537217,537217_f0,files/537217_1920058-hq.ogg,0,25088,7.350885366298714e-05,-1031.006,150.45299,9.668831,23.515411,1.7732201,9.205559,6.8666763,10.94508,5.6647606,7.5569534,8.392883,-4.1401024,-6.5560074,7,1,0.6233817338943481,0.02610809914767742,99.7122
95,537217,537217_f1,files/537217_1920058-hq.ogg,25088,50176,0.0001953339242205328,-1036.2578,166.06229,12.075783,19.93686,12.422207,5.8491516,11.127045,13.423534,11.768826,14.829529,12.926033,11.0592,14.04903,7,1,0.7255610823631287,0.012436224147677422,99.13789
